10000 119913
500 2846 5
4842 2127 8
5981 3072 7
9309 1607 10
2913 977 9
2909 8107 10
4856 5596 7
545 1240 6
9308 4211 1
4671 662 7
5659 2400 6
1105 3633 4
2662 3193 10
6016 4502 6
3952 1865 5
6724 1228 2
4308 7189 9
414 9153 5
2372 5464 10
731 4076 3
8398 4421 5
1464 6967 1
5762 6798 4
2696 8289 9
7144 3358 6
8583 4815 8
5699 4826 8
8320 526 4
8383 6773 9
1818 4677 1
6005 4496 6
3092 2569 1
4535 431 2
81 5971 5
6347 6090 3
5981 1925 8
8949 7851 1
6461 9311 8
1045 1843 9
614 3740 5
4696 7197 7
7046 6230 8
5729 7122 5
7615 880 4
4764 4972 8
493 5622 5
1105 7860 7
895 5475 4
3601 3629 8
1651 2529 8
3886 3502 7
9449 5845 4
8969 7329 1
4506 1872 10
3965 8209 8
9763 413 6
4064 3406 2
9451 3045 4
2351 4863 4
7427 1627 5
6096 554 8
5512 293 2
1903 4878 10
7548 7293 9
4661 8365 7
6995 37 4
5175 5770 10
1015 7615 7
2093 456 8
446 1251 3
6979 8880 5
8373 4103 7
4228 1984 3
4437 3800 2
6138 3016 2
1557 5857 6
3742 3008 2
5913 5740 7
4473 5987 4
3729 4488 3
53 2031 8
9647 8170 6
2434 9158 1
6414 7478 10
2405 1197 4
5416 7285 5
196 8694 4
7812 9709 4
5029 1156 6
1330 7578 4
3915 772 5
7835 2342 6
2264 7213 6
2832 2007 6
8907 5675 3
3127 6009 10
7429 9888 4
3478 4139 6
1129 2952 9
5285 7501 4
7795 9632 7
600 8719 3
1962 873 6
5719 1378 8
3928 503 10
3907 2901 9
3823 218 3
1884 2285 5
9571 1038 9
316 3344 4
2224 6684 2
7268 4499 4
967 2048 4
1367 7123 9
3335 6440 8
9395 3864 9
6714 2320 8
811 1038 10
6688 8467 5
7444 6937 3
4895 6872 1
3973 1717 9
4831 2241 10
6240 4376 10
3040 2325 4
9083 498 1
4498 3151 10
6959 5815 8
895 1071 7
1106 2254 6
6184 2044 5
3454 6376 2
2158 972 6
5490 1515 5
7761 248 9
6418 2500 8
8557 280 10
665 7221 6
9032 7968 2
3037 9850 4
9043 6478 7
1805 3001 9
8381 7577 2
958 9626 6
9616 8939 9
5766 4598 8
2455 3996 2
7183 2466 4
7793 51 7
8443 5970 7
905 7697 2
5593 2440 6
5557 5348 1
1884 2303 4
1155 6366 6
7594 3703 9
6927 5146 3
5168 4224 8
316 130 8
3578 623 4
1852 9123 4
673 8054 4
94 5934 4
3978 535 2
871 6516 3
3749 1055 5
9234 8756 2
6111 9526 2
8841 1675 7
7438 144 7
860 8451 8
478 2514 8
9607 423 4
4084 5361 5
9433 1153 7
4425 9111 8
774 3558 7
1010 2729 7
8968 7882 2
2361 1180 4
3889 4654 3
6127 3771 6
4470 5880 9
4908 9986 4
7647 9742 6
478 6497 5
9486 4884 5
3409 9502 8
317 4149 2
7592 487 10
7696 7692 7
4930 2231 2
291 8547 8
7720 2138 9
5921 3846 10
802 5011 8
7509 7519 9
2376 6530 9
2003 869 2
6151 4094 9
2551 2345 2
7867 6445 5
645 2953 1
697 2972 4
6598 5954 7
6458 6078 2
8796 7084 10
9164 7313 3
3491 9593 10
1715 581 6
2595 6026 7
3003 9407 8
1139 2840 3
4511 1135 5
5937 3536 9
4374 159 10
7765 510 9
1619 9457 5
1434 6937 10
7917 2450 1
9187 9790 1
2922 6064 3
9368 7942 8
7598 7561 1
6012 3912 4
8705 2036 9
5578 2412 2
1660 3571 3
2464 1686 4
8436 4909 1
316 4851 1
1456 1270 2
652 3850 5
4807 6134 8
8569 8475 1
3973 9889 3
2168 903 8
8295 4121 3
6814 7138 3
4079 8177 3
15 797 3
8946 1378 9
3600 6532 8
3740 8050 7
2494 3305 7
7076 3607 8
8016 3906 3
5917 8664 4
1248 2013 10
4693 503 7
2989 6311 10
9143 4733 8
7400 6204 6
6096 4883 6
522 1238 2
38 348 6
9247 3689 8
2068 2202 6
3217 1208 3
5313 4255 8
2320 3168 4
1824 4776 3
887 2757 6
2660 2934 2
5618 5045 10
8635 7841 10
5361 1122 5
1610 6200 1
1893 1245 1
1795 4537 6
759 8571 7
8250 6302 2
1328 3754 6
8519 807 2
3863 2144 7
227 6749 4
9866 3962 9
2902 4507 5
8652 2324 6
3339 1859 9
3238 370 1
9993 8653 6
5152 4196 5
1669 38 9
3940 9512 5
2111 3111 9
6047 1734 7
881 3289 6
7269 3647 10
2697 6789 5
4605 8915 1
8777 8303 7
478 870 10
805 2491 10
4587 2133 4
5034 1620 1
1424 7619 5
5103 5431 8
2292 8869 8
399 809 1
5398 7708 3
4756 2920 7
4830 9663 1
7092 1408 7
5456 8951 9
7161 1486 2
4735 247 8
3610 3880 2
3679 9171 8
6668 467 2
4413 6848 10
615 2923 8
3778 2838 9
9802 1545 1
6698 3658 4
2800 2485 10
2911 2281 10
6033 230 4
9455 4604 8
6169 359 8
549 9617 2
7463 1341 10
7752 8851 1
2861 1228 4
5457 144 6
3707 9422 8
1983 1547 9
2953 9450 9
782 8859 9
7482 6928 10
9484 8171 4
3694 6893 9
8498 4701 2
7813 8172 6
2925 2486 3
8967 32 4
6390 5869 6
6353 7421 6
6417 5631 7
8824 2092 9
550 2507 10
351 1431 5
4331 9324 1
8056 5685 8
5481 6737 7
2845 7589 2
789 704 10
3633 8771 8
770 6296 4
4062 1798 7
9490 8818 5
3813 1726 7
6599 5800 1
6918 9402 8
2280 7281 10
6627 7277 4
6433 21 10
8921 1320 4
2268 1661 10
3739 6431 1
5141 8886 3
2724 1747 5
9296 9054 10
3102 827 7
1058 4152 5
4428 4206 1
3098 7368 1
6874 4900 6
4091 5123 4
1254 7853 4
2422 7729 10
4597 4464 10
3910 3995 10
1527 654 1
1598 2626 2
4456 9099 2
4165 4986 9
9837 1047 2
55 3213 1
1822 3255 6
1860 2556 3
2461 3920 6
6287 6063 8
9133 8838 10
6132 1996 5
6367 7603 7
54 9574 7
5701 2202 8
9399 4286 1
5976 1715 5
8170 7556 1
6583 7692 3
7452 652 3
2534 7306 2
2935 1717 10
1255 3259 8
9133 3364 2
897 6550 2
3102 5661 8
1222 2791 8
5558 2930 2
1777 646 1
4035 6150 9
7913 3885 6
615 2875 3
6139 6401 2
1869 649 10
7710 8932 5
4381 3338 1
2400 5879 5
5977 3707 2
4977 105 7
110 5742 7
7559 3244 2
2448 7354 2
7626 9336 9
1363 2532 4
2026 7809 4
90 1273 6
1193 2188 4
1002 402 1
1695 1909 7
2737 6408 3
853 712 2
9404 2708 9
6760 6875 3
2154 9303 5
4577 6341 9
59 2698 5
1886 1276 10
2080 2509 1
4289 1134 10
991 5569 6
5977 1664 1
8627 9605 6
6780 9210 4
7106 3138 8
7427 5784 10
9425 5545 4
3122 4377 2
4954 7608 3
2446 5743 5
3347 2113 10
2800 6690 1
7334 8054 8
1284 2498 3
1963 1965 1
1122 3211 9
8781 5641 3
2094 1580 5
5339 2561 9
2473 8762 2
242 7817 5
8503 6519 2
7016 881 1
557 5323 3
8651 3671 9
2770 1727 3
9249 8526 8
7749 8194 10
7364 5121 3
2120 9464 5
4410 8545 2
8532 2483 6
2095 2153 8
2199 9858 10
4109 9749 5
230 2495 7
2174 6920 1
4232 1995 1
1010 6025 6
7868 6977 7
675 4749 7
4497 1222 2
7501 2999 9
7717 1881 3
471 9835 9
3931 6649 10
8521 4655 1
7166 40 7
5304 6850 7
3988 1868 2
5907 1032 1
1004 8348 7
8472 2429 3
1655 1776 4
3449 2968 6
1575 4781 1
2659 524 10
4378 1758 7
9827 1809 7
3705 5673 7
1393 6658 2
3626 1041 10
5858 959 8
1047 6205 1
2076 1858 8
6931 2182 2
1704 4576 6
5552 5604 10
2499 1110 4
994 7698 1
3064 6291 7
2068 7860 3
608 6241 10
8894 9827 6
1551 1109 1
8711 3286 8
1574 8950 2
324 7819 8
8273 9512 2
5174 53 4
7662 4520 10
7107 1321 5
4136 6149 3
8201 7179 3
7699 6580 3
9240 618 1
6938 1843 10
7195 1927 5
3788 7547 5
1851 2096 8
5578 3448 9
1942 9906 3
3145 1477 6
2329 6480 8
4657 2432 4
803 628 5
5649 531 5
1412 2514 9
3181 557 7
6592 6370 6
9882 9044 3
9448 9940 7
6186 7102 4
482 1578 7
4249 1931 5
1359 3231 9
224 291 9
254 18 3
5053 6942 3
6424 7598 3
5997 6112 5
9203 3068 7
3014 2610 10
8996 9515 4
1219 7551 2
2042 4685 3
6747 4598 2
4946 3131 6
3780 1548 9
881 9184 9
9740 4622 6
4667 3724 7
3196 2379 1
2980 5222 8
5972 8497 6
8688 2333 9
7663 4973 8
6942 2593 3
7955 245 5
3330 6127 3
852 500 10
5455 8592 2
8474 3273 7
2467 778 2
2370 1938 3
4206 2268 10
903 4499 8
2364 5570 9
489 105 6
3378 2691 3
3203 1804 7
8255 9195 3
8931 7823 3
715 6789 1
8329 681 5
4718 2953 6
8892 9520 6
8758 4573 6
7865 28 4
8060 1644 2
2735 8841 5
737 9633 6
8653 9995 5
8754 5627 6
8226 4946 1
60 2988 1
8347 319 1
7061 7392 3
9732 3308 5
6017 7899 8
6716 9743 4
2359 7988 5
5877 7388 9
5270 342 9
7547 5566 3
218 8348 10
4374 839 4
5585 3649 5
3073 2227 9
6061 2372 6
5394 3679 5
7370 5124 2
7904 6279 9
4672 8057 10
8476 6269 8
5816 6806 7
8238 8357 1
5786 7836 1
6667 975 8
8373 6512 3
2884 93 10
2398 1797 5
6723 1508 2
3971 4241 4
7398 6442 8
2026 8181 4
3988 7670 10
8516 541 1
8325 1526 1
3568 2065 10
4344 8727 2
6453 6394 6
7315 2298 10
6312 2763 3
1656 8847 7
7419 1197 3
7030 4138 6
1238 1330 2
8047 7638 8
529 8402 7
7536 688 9
1352 1628 3
6835 2621 7
9776 8170 9
1692 6792 3
132 1250 10
8496 6866 1
784 2761 3
7181 5325 8
7392 1756 4
135 5476 4
9167 1680 1
5988 6771 10
2913 8078 4
5591 1124 6
3504 792 9
7120 7876 8
1608 1458 1
7114 6173 1
3638 3951 9
7386 5918 2
5466 1767 6
4674 5237 3
6849 8583 9
2176 2317 7
3296 9274 10
5972 7140 3
9848 1164 7
897 6422 4
4127 1716 2
4469 1653 6
7895 7717 3
7034 3828 2
824 2723 10
6180 2108 8
4699 5887 8
9456 8983 3
1922 844 2
1479 6054 1
3773 3254 10
5567 5178 4
2247 4769 1
970 9527 7
444 2756 6
2017 2947 2
7389 9983 3
8884 7520 10
1358 4958 4
4930 1041 3
5543 2458 5
7547 3488 8
40 796 4
3827 977 4
75 3532 2
3595 8942 3
7676 7321 3
5228 1505 10
5093 3275 9
8851 1939 7
5987 7291 4
6551 9065 2
3084 9273 10
1648 3229 2
8412 8980 3
5817 8423 2
9043 274 1
6412 5794 10
1732 6602 2
8436 4939 10
4627 529 9
5145 8530 4
7574 8163 2
2539 6035 1
1208 3859 9
3082 5968 4
2532 5621 7
5396 6263 1
3673 319 10
306 7090 1
2503 7532 5
4980 7208 9
9388 5109 4
3009 2824 8
3364 4619 5
6599 3397 9
314 9398 9
8139 5897 1
4048 584 4
830 9934 6
9935 212 10
3627 325 10
294 8131 7
973 7932 6
2373 9851 4
4519 6502 9
214 9159 10
6869 4081 4
4258 7519 10
1060 904 2
7025 4611 9
3758 1501 6
9503 695 5
8605 12 5
5154 794 5
5977 1617 3
2650 169 10
2000 583 1
2319 5961 2
8436 807 9
5214 743 5
489 1713 2
5473 7193 10
9086 4321 7
2386 7498 2
2834 9259 1
1969 8773 3
7006 7394 6
1936 1950 5
5034 4256 9
6788 1469 9
382 7739 8
5271 2461 7
2484 6784 3
6552 5435 3
9037 2567 6
1859 5376 6
9411 3865 10
8847 340 10
4676 3241 8
9468 2930 9
4197 3143 1
2219 1251 4
2904 6420 7
9565 1654 5
3437 7245 2
4123 4034 4
8033 8475 8
5862 1772 10
8260 6565 3
6646 2666 6
8570 4347 10
1060 5151 6
2529 4293 1
7286 2205 9
1641 4854 3
5759 178 7
8599 5283 8
775 1505 4
1472 2561 4
756 2619 7
5168 4890 5
288 8191 8
4021 5120 6
533 6560 8
2616 2141 6
8496 5227 9
7966 33 1
4238 17 10
7885 1500 8
4493 2501 3
2464 3943 10
5817 3605 2
436 4549 1
2746 8289 10
1241 2201 3
3429 3192 1
5375 3534 8
3960 1428 6
9596 1530 1
4883 1972 8
1245 3440 4
4447 592 9
2813 4938 7
7554 3519 2
8145 1526 3
6828 3185 1
4700 4108 2
1643 7861 1
728 790 6
1261 3639 9
8774 3242 3
959 7847 3
9124 9695 10
1883 4086 2
618 6183 8
1600 8740 5
7294 5700 2
6424 2268 6
2872 2771 3
573 9557 5
2890 6617 5
1978 5202 4
2193 7060 7
7507 1870 1
476 4572 9
7831 1766 4
954 7795 9
8081 1171 1
7084 4901 2
9857 6103 10
4753 229 1
7434 7161 6
8117 3681 5
7379 4402 2
1605 6012 4
9408 4671 7
7059 1132 4
4861 6940 8
7360 8526 8
6927 2187 10
7420 7550 7
2093 9200 10
2807 2996 9
9561 2920 9
1647 7127 7
783 2074 3
549 9557 4
801 2160 3
333 3102 1
1655 7285 2
1220 3508 4
6457 7558 7
7077 4678 7
3533 5889 8
4557 760 2
1344 1447 7
5556 2835 6
9416 6456 1
3186 5835 2
566 7537 9
923 3932 8
574 3539 1
4632 7925 10
450 4499 3
6578 9937 9
3659 1960 4
9434 5754 9
4167 6902 8
7613 6319 1
5088 1558 5
219 1842 5
7715 1724 2
189 4737 2
4030 947 9
8124 4599 10
3641 3672 5
2714 3898 1
1907 8500 6
7391 6709 3
9679 4141 4
6094 161 8
3765 814 10
57 1421 8
5850 8122 1
2789 2173 7
8798 4364 2
1758 7114 8
7192 5750 6
7459 833 4
6007 8641 1
7593 6472 10
767 9240 5
646 1466 5
7815 2640 7
6330 2498 8
2853 9769 3
3181 8422 8
6989 9866 7
4213 1564 7
2207 2893 8
5080 6855 1
317 1319 8
7080 624 8
6558 4735 8
3857 1705 2
6088 8680 1
3323 4509 3
5879 940 4
5386 2209 9
976 3755 7
4526 236 2
8995 7235 7
7785 103 10
6122 8287 5
5392 3829 4
1079 1434 2
3761 9381 2
2052 1082 5
267 2723 10
3060 5123 2
4050 240 4
9898 569 5
23 8003 1
4161 9313 1
2467 2134 8
692 1895 3
8446 195 4
8 1221 9
2254 1066 3
403 6225 10
6205 7289 6
9503 332 3
9964 3533 10
3532 4552 10
3244 7041 7
9689 6413 8
9329 6909 7
5539 2631 3
3199 1163 5
1788 9951 2
3498 6354 1
4956 4424 6
5773 2805 1
8724 2617 4
3622 790 5
3118 481 10
1743 1109 5
6232 990 10
6194 4838 3
9449 3316 7
6989 5322 1
1708 9608 6
969 4599 6
6107 1526 4
8677 6244 5
6295 4099 2
9531 6058 7
189 2143 6
1085 97 8
3733 8493 3
8668 7203 9
6884 643 3
8026 5994 7
6560 219 5
1392 5399 7
5125 3008 6
8289 8861 9
859 3342 8
9749 1749 1
6216 7305 1
2125 2220 2
2480 8168 10
2273 582 5
1616 3905 6
9217 4374 6
8059 3929 6
7900 1960 2
7402 3067 4
7056 4549 5
6534 2526 1
448 8103 8
7316 8993 10
3099 9944 2
6807 636 2
9936 2094 5
8977 8466 3
1338 7922 9
8311 488 2
1910 7149 6
4699 9345 10
4781 1347 8
5060 3690 9
3377 2507 8
8743 8699 9
7413 9958 4
554 6866 4
958 2526 10
4592 8024 1
4990 3915 4
7501 106 4
7109 9497 3
4669 8709 5
1295 9014 10
6362 1902 6
1094 8470 6
9972 3488 9
1684 6039 3
9871 8969 9
5461 3524 8
2644 4294 4
4394 1884 10
2809 6162 4
3811 2530 4
2157 8393 8
1277 4453 6
9549 2102 2
446 3853 10
8339 916 4
3678 7286 10
6953 8678 2
1068 5879 8
20 115 9
2648 1458 9
7004 5843 3
7875 2825 3
3782 238 6
7221 5142 9
3187 7897 4
7180 6011 6
1605 6055 8
3163 2868 2
726 7145 8
6712 5297 8
4011 6051 8
3628 7633 3
5747 2475 5
4578 6312 1
2609 6813 10
4269 1730 5
1786 2466 4
1687 33 3
9077 2840 3
9174 2834 10
3176 9793 8
3267 9726 2
6812 1380 4
171 7848 4
4808 9295 10
8077 108 5
7819 1605 7
2026 6727 2
6263 9414 5
9236 2672 6
3825 3424 8
997 8005 1
6262 8146 9
1435 6949 7
9128 1078 1
962 5025 5
1766 8711 10
9971 740 4
6012 1445 9
3056 4751 8
1935 131 2
1639 5 9
8378 8348 8
556 7846 4
7475 7285 5
8733 9734 2
2285 2639 1
8500 2668 3
2337 6076 3
811 6217 5
9653 1659 7
1931 6337 6
1356 9093 5
2727 2323 4
7066 4011 6
9934 3657 4
3901 2735 1
1715 8499 1
9296 9228 8
3989 3390 1
1414 3984 1
8968 48 5
6731 5053 2
2109 4165 4
8746 3485 2
7713 7 8
1861 8538 3
3428 1232 10
9193 789 5
1707 7091 4
6765 890 3
1958 5893 8
672 6127 4
3819 6349 7
2931 5047 4
6936 1405 1
1216 2580 8
6495 9846 2
1937 382 7
178 1216 1
7582 6687 5
9305 5907 3
3885 2439 5
5553 7774 9
9436 8580 4
7496 3977 10
573 9157 10
2221 3777 4
135 7102 9
5257 6842 5
5674 9521 9
6135 866 1
7648 2524 8
814 479 8
8456 6980 5
5303 3178 9
2351 8909 4
7069 70 5
8389 5907 9
1140 139 1
5669 1691 7
1691 4766 3
2992 6207 10
5893 989 4
8464 1894 9
7418 6161 6
8316 7101 7
9975 6509 4
549 1314 3
6374 738 5
9374 7027 9
4489 4275 4
5256 3111 9
9539 5602 7
817 8980 9
1265 550 1
878 2137 3
7934 2043 10
4656 2936 6
3260 8467 6
4215 2057 5
6417 6957 9
9081 4732 4
269 178 7
2255 8533 9
6130 764 7
5867 6651 4
8653 1162 8
4246 4316 6
608 3512 10
9129 7337 4
2529 8449 1
6157 6191 4
5694 1563 3
9619 2032 7
3288 6656 3
8220 6985 8
4511 2500 8
2001 7807 6
808 6358 7
4759 5249 10
5043 6132 10
9361 8128 7
2010 9583 7
1762 6477 7
8177 3078 2
6386 6537 4
7363 3381 2
2033 9737 4
3318 1315 3
9136 1461 9
5012 5367 3
9109 4009 7
6477 9206 2
4098 1476 7
181 8169 3
4931 1499 4
4287 7549 1
7826 6257 4
3981 1148 2
8998 96 6
6974 7649 9
5852 2098 1
1174 2478 5
8263 7581 1
3277 1782 8
1098 2150 4
7871 8261 6
7019 8238 10
6978 6902 2
463 1930 2
2930 55 8
4077 3418 5
4799 266 9
2145 9837 5
8311 1980 2
765 9293 5
6845 5531 6
4972 7941 6
2777 3224 5
2585 6274 5
9371 2439 3
756 6977 8
808 6035 8
3770 4432 9
1830 983 1
4810 5105 1
6654 1034 4
7409 455 6
4873 1903 1
6707 6499 5
5575 5003 1
7155 2171 10
8663 7814 7
4884 5680 1
3067 2972 1
8098 8944 9
7094 1273 10
865 4534 2
3086 4252 4
3453 1206 3
2207 3002 2
7927 1959 10
1754 8062 3
3562 5735 5
9908 7503 5
9544 8610 4
5243 530 3
1986 2255 8
1921 2359 2
5479 2673 10
923 9542 2
3853 9500 3
7846 8767 3
1652 2707 7
8048 93 5
879 9703 9
9476 2965 4
2730 540 8
6259 8317 5
5187 7506 4
1703 747 8
6774 7482 9
2658 7486 9
5094 4403 4
8947 6080 4
2153 8552 2
809 2433 7
2678 5775 6
2066 6795 6
2657 5209 2
92 1871 3
2171 2891 1
7709 7769 9
6548 189 2
8345 7651 2
9094 3967 5
6505 4552 7
1038 968 9
9404 1225 10
2921 3468 6
2500 4468 7
3628 2197 6
5282 5112 7
1319 8192 5
5136 8769 1
7161 3012 2
579 6861 6
2588 6375 5
207 4570 9
6184 1916 2
1162 1178 4
3455 5781 8
1537 585 1
3795 2141 5
6439 3054 6
2503 9137 1
1050 2182 1
5939 4869 2
4295 1142 5
3179 132 5
8824 8532 6
3408 3030 1
962 2516 7
9437 9395 3
4787 5834 7
1899 5365 3
3206 5566 9
5177 5370 6
3670 3247 9
377 727 4
8307 9753 7
5450 2906 6
4238 1497 5
3026 8888 8
2166 8790 4
157 9380 10
576 6039 2
6890 4012 5
8698 2589 5
5433 2870 1
5840 2253 4
9695 890 10
3596 5785 9
1566 9430 9
4703 5807 7
2275 6245 1
9037 5859 10
9613 9517 1
4757 2897 3
5179 765 2
6254 5459 8
6008 9558 3
7103 717 1
9865 9686 4
4216 52 6
3755 1464 2
5771 8869 9
6374 983 9
1370 166 8
8778 992 6
2355 6075 4
5587 5606 5
6983 5961 8
3692 3490 5
1047 1823 9
2402 2642 7
9022 1672 7
4168 9426 6
5373 3753 9
6415 194 9
7452 3219 3
3726 5022 3
3677 134 9
9060 4493 6
6928 7153 8
1336 863 10
9 1463 7
2685 8393 9
7325 1445 8
7202 4400 9
874 967 1
1160 4360 6
7782 5056 4
8966 5389 6
2353 3773 1
4737 5232 10
3125 9735 6
9709 16 2
8476 51 3
252 1450 8
700 356 7
8258 4601 4
5383 9573 10
7892 622 7
4144 3858 5
7849 7245 4
7862 5325 7
5602 1501 6
5059 6469 3
5151 4640 3
2609 8509 7
8353 4415 2
2802 8857 10
2322 8838 5
7584 9374 9
9041 7278 2
1823 5307 1
8741 1814 9
8135 6648 9
2537 2786 6
4623 588 4
4892 48 2
1235 3410 6
1987 1919 2
38 148 8
4014 2754 1
821 4940 3
9474 7021 2
4641 3748 8
7962 7845 10
7278 8523 9
8934 3159 8
197 49 4
7210 4829 7
8525 932 1
18 6390 8
2184 5453 5
8663 833 9
645 619 4
8828 8254 3
3389 903 4
9068 664 10
1075 957 5
2983 6826 10
8227 6533 5
9391 9429 7
9679 2636 3
5677 7476 5
1776 6351 8
1148 1205 3
1633 1115 10
5312 6456 9
698 5455 1
84 9063 8
3158 442 1
4722 9994 7
7015 4264 7
1110 2267 3
2771 6579 9
4259 772 6
470 9509 4
4187 7918 3
4809 2165 10
2938 1717 8
3389 7539 3
7847 260 7
9418 2464 10
8967 6359 8
3780 5839 2
191 6632 8
6379 5057 10
3400 4912 4
4419 4308 7
3269 8625 4
3131 704 8
393 412 4
2584 2975 8
3643 9317 9
3108 1320 10
1201 5304 3
1420 9701 1
1158 51 9
463 2502 6
457 9266 2
7302 5144 4
722 6987 4
6061 6549 1
479 3280 5
1072 8708 9
6070 8337 2
9266 8937 10
3548 2270 8
457 288 3
2904 7843 3
7493 3129 5
7906 6413 9
4939 594 10
4852 3271 4
3111 1601 6
2170 4040 10
6991 883 4
9800 3352 7
3073 7496 6
8524 9929 1
1389 8261 5
339 6210 8
6849 5871 9
9407 6524 1
7785 9073 8
2639 1197 3
4805 7259 8
1891 7426 9
7146 5317 9
8300 7623 3
297 2500 2
1693 1145 7
9869 8445 5
8061 6774 7
9310 4957 4
1026 1226 1
1866 3632 6
7176 6396 6
1548 1846 1
7766 2899 4
4741 1822 10
9177 9867 2
4474 6768 4
9062 1286 1
4040 1368 7
9832 28 8
9292 5360 9
1332 1314 8
7391 2304 5
2636 2651 6
2525 5527 1
2994 8209 8
5908 418 10
7022 6597 2
2173 769 10
2050 6579 9
3885 5409 9
6179 9637 2
7196 7628 2
221 9721 7
9251 934 10
724 4219 6
4839 1754 8
1474 3156 10
8580 1079 6
6671 478 5
8835 7626 1
4945 2495 7
1884 4196 8
9634 2901 1
3800 8562 3
6072 4106 1
1600 2311 7
3078 3648 5
9761 5473 7
2285 4057 2
1019 1483 1
8554 2188 6
5057 4180 7
5195 125 9
4236 7053 7
9921 2520 1
2024 8247 2
3490 9409 1
2416 1746 2
4222 6753 5
9223 9294 2
4617 4824 4
5692 9497 9
2910 6613 5
9264 4499 5
2711 4518 7
5327 8674 9
7350 5622 3
1809 9426 7
994 3660 3
7302 5693 7
4430 3101 7
8819 8018 1
7014 9432 5
7519 4407 7
2813 2562 3
9310 6390 7
1898 5708 10
4066 1346 8
9063 713 10
1776 7605 7
8575 4430 2
9037 6949 8
9251 736 4
2143 2550 5
170 784 9
1535 3475 4
3425 6662 5
2650 719 2
1810 1329 2
9880 6527 4
2539 1902 10
7223 462 4
4909 1108 3
8928 3007 10
4794 1509 9
8248 9753 6
3767 3360 6
1333 7359 7
188 9712 4
2496 3635 6
2949 6616 5
1881 1865 8
9763 4282 4
4470 8335 5
3288 3596 8
6922 6051 4
1313 6653 6
6007 6057 8
4645 7584 10
1620 2681 6
1059 5534 1
6576 258 6
5748 8556 4
1317 8780 4
1547 6606 8
2460 8380 3
9702 3668 6
1440 2378 6
994 655 1
9276 2279 7
2108 2056 3
3941 6815 2
9500 6596 5
2805 1178 7
3925 8111 10
4062 76 9
8797 2813 2
9646 1236 2
1223 9776 2
7757 198 4
2012 1553 5
5594 2085 10
8769 8817 5
9077 8865 10
1638 2765 2
7555 9512 4
8784 1300 8
3847 6990 4
8358 9164 4
1993 7876 10
2448 2447 10
190 5298 8
147 1688 10
7402 9266 5
2277 9035 10
3916 8536 5
4762 2832 5
4258 1936 10
5977 9216 9
854 8730 7
5484 7482 4
2260 8231 6
3655 7823 8
4766 7979 7
2331 2571 4
5545 697 2
2473 1344 5
785 8999 8
3504 7493 2
8281 5535 5
1423 973 5
8993 5407 10
8687 1073 1
5513 2065 2
1392 9887 9
3171 4591 6
5103 3006 1
5332 1222 5
2565 7000 4
3179 2865 3
6868 3417 9
13 45 8
4947 1377 9
455 6806 8
1343 5693 4
6820 4733 5
4521 3220 6
1258 9395 1
5144 2396 10
4263 3066 9
7146 3469 10
8666 4426 4
1369 1999 8
2988 2616 9
3612 2381 7
8124 1467 5
2414 3659 8
4124 3396 8
9025 1920 10
2463 5002 8
9739 6085 8
8929 735 10
9669 3376 10
6726 49 3
1309 5384 5
227 4286 6
6953 5049 7
2123 4937 8
2981 8565 10
3312 7408 7
8815 2671 8
4336 2628 8
9458 986 9
219 3118 10
6054 2749 4
1239 45 5
9583 3174 1
5656 2729 7
8424 2143 9
5062 4004 3
1404 380 1
2773 5040 1
2865 3602 7
4675 8292 9
2591 2006 7
2170 3745 6
1490 395 9
5383 6502 3
8061 1949 8
4628 6001 8
1862 1014 4
4448 7467 2
9941 2070 7
5694 6430 7
851 8161 5
8247 6198 1
3438 6463 2
7890 6276 5
8629 2360 5
5876 7191 7
6946 410 2
6335 5214 5
5143 3969 8
5102 1310 3
138 8937 6
1868 2767 8
114 539 2
1656 2015 3
2042 7163 10
2988 3600 6
2282 515 9
8184 9394 4
8111 4583 6
5794 716 3
9831 8552 7
666 8846 6
7480 4407 10
472 5898 2
1921 5745 1
7974 8390 7
4514 7783 1
7786 3130 1
2463 2635 10
5773 1012 10
1560 798 9
936 2643 7
9440 1879 6
3674 2004 1
1722 6236 6
9597 6220 4
5563 2707 8
8054 5571 1
908 6917 6
1962 1592 2
5971 8536 9
3324 1721 8
8146 3661 4
9926 9782 1
5742 7092 2
8960 3876 4
6442 869 10
4458 8122 5
7816 6105 7
8010 4838 2
5065 6597 2
1208 5301 10
9635 5623 8
407 1537 5
2138 6282 8
5116 4860 10
1889 9830 7
2929 209 3
9476 2530 3
4503 1751 6
6580 1926 4
2990 1642 10
8122 7798 3
5272 1975 8
3333 4138 10
5959 6164 7
3576 3192 3
11 4652 8
8403 7043 7
1499 6755 4
396 3870 1
4311 8391 4
846 7689 3
2451 7211 1
4115 7038 1
1235 77 2
3059 6512 6
7927 6483 2
9349 2138 1
3961 6877 5
794 9289 6
3057 8456 2
8994 9038 8
8766 4660 1
9213 7718 2
8577 3205 10
446 6583 8
7120 7917 6
6267 9426 7
113 8352 1
9274 4119 10
7553 3950 5
5934 5792 2
794 2296 2
932 3239 10
5876 224 3
9 5460 6
887 686 9
7809 4076 9
9510 4463 10
3765 4687 10
1032 6049 8
5946 8925 1
5759 2802 4
7197 1967 10
1531 2749 10
8372 1972 2
1737 4684 4
920 9574 6
1478 389 5
5108 7924 4
880 6419 10
3174 5194 9
1912 6144 10
3554 5546 9
