2000 13973
1246 363 8
611 167 6
869 1088 9
388 407 9
1288 375 6
64 1364 6
1569 457 3
1920 91 6
627 243 9
1958 373 4
282 438 7
1150 1810 8
375 678 6
451 1348 5
261 1873 1
1950 184 3
33 1395 10
739 96 7
602 1680 8
231 340 10
547 1693 3
986 704 5
1830 549 8
697 1245 8
1132 827 10
223 1111 5
1408 1848 6
1282 13 5
1721 1869 2
348 638 8
588 1348 1
1732 115 3
491 1069 10
868 909 8
702 1359 9
580 1102 10
618 138 5
243 1659 7
640 255 7
535 440 9
1706 193 4
476 72 6
232 490 1
505 624 10
1133 205 10
304 57 3
1234 908 7
318 780 9
1993 833 3
763 1683 10
1781 558 5
172 1151 10
1625 468 9
611 74 1
580 757 3
1337 1207 8
505 1629 6
308 747 3
387 298 7
946 1177 3
1326 815 7
1254 1960 3
780 1784 5
1052 207 9
1123 1366 4
240 1940 8
1729 460 9
654 898 6
747 579 2
273 191 1
1381 856 5
1630 1636 8
1731 917 6
157 1683 9
933 680 10
363 1841 1
742 297 2
645 1247 5
492 473 8
460 279 7
1351 339 8
762 1780 4
614 902 10
488 994 4
1578 941 10
1188 1101 9
68 1173 1
1381 60 4
1923 1472 6
446 915 5
178 578 5
517 1860 1
1858 1089 6
501 1345 9
916 1243 3
1854 1342 2
1166 1695 2
881 324 9
1591 1980 4
1321 1851 9
1345 1434 2
994 1639 1
630 1452 5
222 1945 3
1476 246 3
1791 878 4
1499 984 2
1070 461 7
380 448 10
92 32 10
1864 47 8
1233 175 4
212 1712 6
442 10 8
1494 718 8
961 391 4
1964 320 1
1684 65 1
925 908 9
262 342 4
1394 1932 9
1367 998 3
1029 233 6
1796 1911 1
1999 44 3
913 1888 3
1467 1347 2
259 902 2
804 1982 1
1117 710 3
663 1273 10
206 1408 9
1093 1079 8
735 1420 10
813 917 4
158 941 2
646 1803 5
1580 447 10
545 979 2
1415 876 10
69 1867 8
1515 1188 8
0 1095 5
1556 45 8
1144 544 2
1682 1117 5
1852 1310 9
591 20 2
888 149 7
1786 748 1
1368 1827 5
1012 1899 8
1853 1914 1
1205 1197 6
1924 102 8
1799 104 10
1275 438 1
1410 1118 8
330 633 6
1218 1584 2
684 1484 4
1614 1633 8
1129 1595 5
916 1483 6
751 530 9
78 1685 4
241 568 2
119 746 9
641 238 2
826 1536 2
192 1073 4
1873 245 10
842 1635 4
1276 65 8
1739 296 10
1646 473 4
1339 1451 4
1770 661 8
1552 47 1
59 257 10
230 1685 5
512 1672 3
1804 1010 7
262 356 4
397 1808 10
738 366 2
584 1394 7
757 1375 1
1295 441 2
864 369 5
216 388 9
516 1396 10
80 946 1
747 285 3
837 730 2
740 1682 6
391 1444 7
936 1322 10
1578 944 1
1920 790 8
1021 1686 7
1315 1945 3
526 1737 10
1666 49 9
1043 1006 5
1830 913 8
1970 11 10
1622 123 4
453 73 1
633 1627 3
1499 665 9
797 1640 8
718 1750 9
1133 860 9
689 1216 6
709 185 4
1051 1800 6
1684 947 7
231 1381 5
1351 1590 5
1907 1627 6
1476 644 1
493 1581 3
305 1657 4
1030 134 3
1532 1139 5
1444 1596 7
1717 238 9
1093 1651 2
1941 723 5
1377 1331 10
674 281 9
1809 1611 7
397 288 1
1910 1812 10
466 536 5
1096 1110 2
353 1323 7
1772 120 9
133 202 4
301 1074 9
841 582 1
1028 1731 8
1916 399 4
855 881 8
1177 305 4
367 1190 10
1112 402 1
300 1560 5
1333 35 2
1596 166 3
1476 307 3
1039 1446 3
1700 284 9
881 699 3
32 233 6
662 610 9
857 858 6
1037 1644 8
336 615 9
1552 1624 9
1518 1017 8
541 697 7
325 1277 7
423 965 7
1602 1839 6
669 1433 9
1626 114 6
433 1714 10
1813 1784 9
1505 1878 9
194 1232 4
1164 142 1
1137 1983 6
515 646 8
1281 464 8
1226 255 7
1964 270 10
303 891 5
600 1798 3
795 90 9
684 1079 4
1372 989 2
1013 16 9
1466 752 6
249 1763 6
1453 1607 8
1514 298 8
106 1420 3
250 1690 10
1513 1456 2
765 437 2
1473 1708 5
1881 67 4
327 1691 4
1648 1609 8
741 1724 5
1865 990 5
637 1105 4
18 1815 3
869 761 2
202 591 5
1721 829 10
1654 1043 10
1483 1221 6
1369 637 2
1841 1641 3
435 1153 9
192 150 4
1838 987 10
1848 1960 3
668 15 1
111 644 6
1376 1878 1
529 852 3
753 899 8
205 1043 3
1628 128 5
936 456 8
1094 1573 10
345 942 6
951 1771 8
1198 449 6
1923 1487 3
640 1653 6
1504 1241 2
1413 481 2
556 420 5
36 889 7
1530 947 6
1613 932 7
1425 670 10
926 837 4
1000 8 10
1789 199 7
425 12 6
1087 815 8
329 1240 2
85 1781 5
1371 1483 7
191 560 4
631 192 6
1938 788 5
1805 467 6
1983 1200 6
923 1352 9
466 1888 6
1009 1764 4
1121 758 4
1364 395 1
411 1543 1
1789 322 4
1130 271 1
1768 54 8
694 102 7
1178 14 4
149 157 3
1881 644 9
529 146 5
720 167 5
1276 18 2
44 1880 8
437 1545 10
1616 1104 2
274 1165 8
1783 1803 1
1732 1658 1
786 1059 9
1811 148 4
682 1304 9
599 498 2
64 165 6
207 1347 9
1503 358 6
1398 680 10
1939 1883 6
612 1829 7
244 310 9
1160 1068 9
237 653 9
1852 1905 3
1240 317 10
541 1452 1
838 1063 8
453 1682 9
1337 727 1
347 427 7
104 1018 9
1534 1115 1
291 519 8
1717 618 8
356 160 5
569 468 6
1150 712 9
806 1237 4
57 377 2
79 1713 5
1927 94 2
1082 1951 1
110 1773 8
498 1766 5
703 1751 4
1707 73 2
1770 1481 3
1870 1460 5
1403 460 6
757 303 3
358 91 10
435 1910 4
1018 1422 3
412 533 3
1350 972 3
834 1148 3
1878 142 7
1530 465 9
5 461 6
934 615 5
1965 238 8
462 59 8
1456 1910 8
1238 998 5
1969 1879 9
418 1317 8
1638 620 6
600 816 7
1295 267 3
428 117 2
269 977 2
1976 1745 10
332 1148 4
488 698 3
903 496 7
490 1913 6
1222 1404 5
1940 237 5
486 409 7
1868 211 10
1017 1863 7
316 1542 1
1277 570 8
464 435 10
1952 350 8
1190 995 2
1417 783 3
745 115 7
1630 1862 4
1697 1412 5
1167 171 10
708 1934 10
1388 913 8
1306 1945 1
471 984 3
1096 142 9
1653 187 8
1296 1119 4
104 1260 4
1810 146 6
1152 407 3
1130 184 8
981 413 7
1354 1876 9
1101 603 3
549 154 2
1271 614 4
778 1386 1
1251 1082 4
850 1690 3
972 1914 9
497 1289 5
889 610 4
271 1498 10
1585 874 10
1939 1282 4
610 549 6
213 400 10
1323 338 8
1828 1943 7
1822 1003 6
1218 776 6
1483 152 8
981 606 6
686 792 5
40 1276 2
419 1960 7
1166 1593 7
87 154 8
1655 961 5
1971 201 2
45 805 1
42 1863 3
775 645 3
1736 5 2
46 1584 4
1666 1764 8
104 488 2
1222 1752 7
1355 1711 6
319 1081 4
509 552 2
1460 1958 5
1478 1185 8
322 868 7
807 1377 9
425 1171 6
645 205 1
681 1083 10
30 964 9
1958 813 8
733 1634 4
1597 1478 5
1734 1846 2
1811 156 2
835 1952 5
905 1820 10
880 939 5
189 269 4
831 1442 6
365 173 9
398 1556 3
1311 588 6
1490 718 1
180 496 1
1675 1030 6
1231 481 7
746 1087 8
417 1615 3
362 876 1
1228 1789 3
1923 2 2
992 688 10
207 1711 10
1958 1908 9
1553 48 4
972 789 6
779 932 4
1406 1581 8
236 843 2
284 1079 5
1484 1366 8
1520 1720 7
1131 1387 4
755 110 7
1716 1989 3
1933 1423 7
1524 410 10
599 4 5
1417 751 1
908 449 8
1731 974 7
1169 620 4
1725 1694 3
1731 124 1
41 1703 10
1126 237 9
591 1633 3
1634 1673 6
104 873 7
260 355 8
595 110 1
385 92 5
1756 1259 10
1809 632 6
909 1911 10
250 1468 6
492 1072 7
79 207 6
36 459 7
1528 1552 9
545 1956 2
1812 802 7
1557 448 1
1217 1515 10
182 907 10
681 1708 10
5 1119 5
562 218 8
178 310 4
287 1418 8
763 688 4
554 443 6
1762 519 10
1370 318 3
973 1943 3
1161 464 6
698 695 9
872 1844 7
1035 1375 9
729 1893 7
1326 1860 8
1059 633 8
906 1989 4
252 591 5
1836 368 5
807 1864 7
338 359 4
1735 1590 1
1085 1416 4
308 936 9
1097 334 9
1487 1556 2
508 1889 7
391 1507 4
449 744 7
1571 1294 10
374 1401 4
646 296 7
272 458 8
1338 899 9
563 1564 8
1530 499 7
1711 422 4
1645 1603 1
1380 836 5
1121 1307 6
1542 185 9
1527 594 3
638 982 2
1683 445 10
1430 408 2
75 1790 9
646 10 2
1492 1080 8
1767 1626 5
1318 237 8
253 571 10
1532 9 9
1124 1960 7
55 26 1
686 512 10
674 1240 9
1779 1940 10
907 785 6
774 1641 5
1887 1891 10
1881 488 1
716 794 9
915 45 3
1506 1113 1
1486 1008 9
1596 243 5
1393 1202 8
1087 1753 3
1037 1321 1
1246 1921 10
529 1726 9
765 845 2
896 1146 7
918 1753 1
907 509 6
1022 1698 7
953 739 10
1778 1418 6
1782 19 7
129 1545 6
1716 213 4
999 237 1
1270 691 4
727 755 8
1883 1010 4
464 1008 4
1365 1760 8
1010 1368 1
1194 278 6
339 1296 7
1093 564 7
436 409 7
1717 533 5
262 1157 6
1574 1055 1
5 1848 2
983 615 4
834 1123 1
1715 914 3
1990 1284 1
1196 144 3
501 798 5
177 1723 2
230 633 1
865 1795 1
1118 205 1
731 35 8
1394 1160 2
1995 378 9
20 242 6
1016 549 4
1889 1556 4
118 1486 8
407 1593 2
559 209 10
176 1853 5
1984 1501 10
459 1104 6
988 1297 9
1339 480 9
1125 125 5
1265 1559 5
1859 1595 1
604 1886 4
572 1738 5
1431 169 10
1141 1848 7
776 1868 6
1698 135 5
242 1433 2
1521 1203 4
471 28 5
1397 1348 10
330 1040 7
621 1333 7
564 1594 7
884 1948 5
1303 470 3
1204 976 6
502 1689 7
1093 1491 5
762 1903 10
1651 1306 7
1581 1856 5
1944 189 3
1278 792 1
1663 1724 4
1632 1423 4
939 1889 10
1151 1059 4
1210 1531 2
501 487 9
1885 30 6
91 912 6
406 1861 10
769 1977 2
743 814 1
456 1020 9
665 575 8
34 62 10
1863 42 8
1941 1790 6
674 462 4
1803 1751 9
527 1085 6
965 1328 9
1339 564 6
400 630 5
911 1197 9
344 396 5
1600 1101 5
1090 205 7
1071 407 2
1580 375 7
1247 425 1
364 1941 9
223 1450 2
579 1650 3
768 188 1
1581 883 1
243 485 10
1430 1791 1
1943 68 4
1224 1286 2
617 1396 5
922 177 10
1176 538 9
507 1940 5
509 472 7
416 776 8
1450 428 5
1884 1765 10
79 1815 5
1984 1738 8
1993 1056 5
691 1667 1
717 983 9
676 1695 5
561 789 9
1274 1214 8
810 551 6
1062 1761 1
1870 1532 6
1664 382 5
753 1348 9
388 1083 4
1750 988 10
1590 1404 3
207 1471 1
233 138 7
786 1246 8
1376 1602 1
726 557 1
123 1558 9
589 148 1
1602 166 8
1253 1668 7
784 691 3
1664 324 7
599 49 10
169 1443 4
897 1032 3
781 1226 2
1778 1477 10
260 679 3
594 1359 2
1482 141 7
441 1102 9
1675 267 2
929 1438 10
687 176 3
671 214 8
198 1295 9
910 500 3
1523 252 2
1361 367 4
1715 845 3
682 1655 1
1907 1853 6
275 1500 7
219 583 4
1058 300 6
436 667 10
268 945 6
552 326 1
478 616 6
1563 1402 10
879 827 4
582 1791 7
1718 1271 9
1290 51 9
1724 114 4
1881 135 9
820 1050 4
301 212 7
1687 669 1
1759 1865 10
592 613 3
52 1271 4
1848 1557 5
1239 1317 8
1720 1545 7
771 271 8
323 959 3
161 12 3
335 1678 3
1000 88 4
1561 1780 2
904 602 3
1529 1557 5
588 1679 8
1807 1730 4
1596 339 9
1651 221 5
301 1056 10
525 1143 7
456 595 2
1466 1519 1
1161 412 9
1491 444 4
642 1582 6
1472 873 1
277 1856 5
265 139 2
669 1114 1
1908 172 3
439 503 10
541 1947 6
707 1605 9
385 1845 7
361 130 1
1353 910 2
1395 1273 9
228 73 6
1824 287 7
1286 1110 4
1939 776 10
757 1590 8
1185 1123 10
73 690 2
585 173 7
1432 987 9
849 1398 9
1021 1113 6
293 1330 7
580 693 8
507 527 7
1794 1029 2
1601 1581 8
1507 1724 2
920 801 5
1333 1010 6
859 1281 3
1499 1374 7
634 934 1
881 1383 10
1843 1361 5
651 1002 1
1194 1706 7
135 196 6
1537 1558 3
201 1023 10
947 379 1
809 1229 3
1625 1540 5
522 263 2
1598 1583 2
620 486 3
497 394 1
451 1375 5
528 437 6
750 895 9
530 1624 6
432 1816 5
129 1887 10
101 1074 5
670 645 4
978 227 10
1791 1120 10
1721 1100 8
177 1937 7
477 920 1
1763 1650 6
1316 201 6
315 1910 4
1698 1736 6
1618 1930 8
1529 435 7
765 1894 3
233 117 9
247 320 7
690 908 3
1859 1585 5
1954 1871 1
254 25 3
638 1097 9
1569 613 10
1310 736 8
901 6 2
602 898 3
1121 250 7
9 1658 9
943 850 2
78 104 4
1068 765 10
698 655 2
441 359 8
603 647 9
647 1837 6
702 834 6
96 1569 8
1971 140 9
1008 1988 10
288 1228 8
595 391 10
1880 217 9
362 135 10
1597 1442 10
1270 1590 6
1625 39 3
1957 1857 6
1174 1078 3
422 623 2
1593 635 10
1089 1612 10
1606 1979 7
1684 179 3
722 284 9
1413 417 4
295 1837 10
588 1566 5
1369 1523 4
1867 1954 9
95 256 8
693 1489 4
211 613 4
927 1493 4
464 1672 8
942 516 1
1992 1278 7
1192 162 6
928 57 5
200 1755 9
310 1087 5
407 336 4
277 1520 3
223 71 4
857 1818 2
990 972 8
1460 1106 7
845 1120 3
824 811 3
354 827 3
1419 196 2
912 512 4
1923 952 7
52 529 3
1085 843 2
315 1955 5
251 125 1
1132 1154 8
605 661 3
1579 45 6
1985 1634 5
199 697 3
878 1512 9
491 108 8
611 126 8
1860 1366 4
1850 554 10
1627 911 7
660 673 9
218 301 4
1872 1040 3
1020 1718 8
1051 1516 5
1244 12 4
1059 811 8
448 747 7
542 1252 1
1600 556 1
1360 640 6
1280 1121 9
1167 7 8
1756 187 9
1727 232 2
509 1659 9
1383 1998 2
1442 1736 10
1821 1720 2
907 1087 3
194 1668 4
958 527 5
185 1985 5
395 540 4
1210 757 4
1454 791 10
493 443 6
1801 921 1
823 987 3
1409 1754 9
558 1901 2
1782 1104 8
1927 1862 10
739 213 1
183 225 4
1462 426 1
1354 1643 9
1112 1856 9
210 1638 9
1741 1787 9
624 1791 4
232 143 2
1032 326 5
262 1888 2
934 1059 3
683 1753 9
1514 1625 7
68 1048 5
1374 626 8
1365 823 1
1984 1769 4
509 1009 2
62 1833 7
147 209 4
1634 1033 3
388 227 7
1196 678 2
374 437 6
580 1824 5
998 1073 8
1399 181 7
608 1993 3
182 1531 10
599 735 10
40 1367 7
1949 818 6
1548 417 7
878 1774 5
1386 1860 6
1700 1909 1
1819 1448 4
335 639 9
24 35 4
1566 109 6
484 505 5
696 1415 1
485 807 9
215 845 8
549 1104 8
46 207 10
1760 1789 10
867 968 3
1245 1448 10
313 1614 10
985 948 2
515 1375 8
672 1780 1
1741 1290 8
558 972 5
344 954 2
1516 1568 9
1211 1868 3
507 866 8
279 921 5
1898 1241 7
1031 755 5
945 1195 6
446 1085 4
855 491 7
604 1356 10
1397 1663 7
646 482 7
1700 1210 2
365 527 7
283 1768 2
459 1951 8
1229 356 2
397 1852 10
1956 427 10
920 592 6
1719 1541 5
962 1511 2
1797 1623 9
1334 1235 2
13 42 1
262 657 1
329 749 6
598 705 9
1835 1883 5
239 761 3
74 1471 8
1389 1247 6
1948 1651 3
15 1074 1
1787 75 5
1040 580 8
304 514 9
1934 661 5
1976 1449 6
1936 1869 2
801 1685 8
1654 922 5
177 260 8
1688 1087 2
184 36 10
32 754 9
1412 102 3
405 1516 7
282 1420 10
1166 280 4
1866 808 10
1926 249 10
264 1023 2
937 1577 10
1205 1592 6
325 270 9
199 441 7
1980 657 10
311 76 2
1492 847 10
1084 1445 8
1729 1447 6
214 1798 4
475 874 7
1724 1648 10
1435 1083 10
30 1481 9
225 818 10
1586 1579 5
227 493 5
934 187 3
1834 1914 3
977 1303 8
1799 1921 4
1831 1195 6
1745 277 1
556 1789 2
832 402 9
1578 1942 7
774 1772 1
1859 540 2
787 707 8
1441 708 8
1081 1185 3
81 390 8
1691 1869 6
327 953 9
39 147 7
915 1901 6
309 1221 6
923 1481 8
1781 1954 3
1962 91 8
428 701 5
1611 603 1
444 981 2
196 431 6
1478 286 6
1501 466 6
1268 681 6
1511 351 6
127 1603 9
547 1560 8
1892 1549 6
319 714 8
1717 1961 5
1775 956 3
600 571 9
1396 629 9
1412 1678 8
1108 344 1
1681 154 8
723 1605 6
1519 297 1
329 894 8
1113 1396 4
1007 1627 7
1508 912 10
86 217 3
1081 206 9
838 727 6
1469 1852 6
1377 1681 10
670 1588 1
1079 1491 8
592 789 4
1238 600 1
989 1242 7
601 1700 7
80 1215 9
1552 1955 4
40 1956 9
985 655 3
1703 440 2
38 1757 1
1428 422 10
72 345 5
433 1904 2
759 1993 4
505 77 3
421 1140 7
171 727 10
1593 903 1
507 1070 5
423 70 10
1485 381 9
335 219 6
1496 542 10
269 939 5
1717 1543 10
1481 793 6
1282 738 10
1306 1405 5
565 1789 10
913 1653 4
1455 1689 8
1099 257 4
415 1052 6
1283 1113 1
926 1686 9
1708 37 4
655 1161 7
557 695 5
1948 738 4
986 857 7
985 1491 3
375 338 9
1943 1458 2
1514 539 3
612 1037 2
517 535 5
417 885 1
202 183 8
1575 298 5
1051 1313 3
761 625 1
1782 429 1
1266 410 3
785 429 6
182 15 4
927 1668 7
1615 100 10
344 234 5
677 1252 10
967 719 3
1370 229 9
811 996 1
757 897 5
896 1823 9
1262 344 10
1338 1794 8
1104 1902 6
1686 937 1
194 1303 10
947 158 1
1131 259 7
1610 1496 7
1138 1633 4
1345 1748 1
1472 759 4
368 469 9
1362 300 6
426 1694 10
587 396 8
1100 1317 8
1808 1854 7
1716 1487 2
1908 523 8
1145 403 9
104 7 6
1928 302 3
780 1981 4
26 1455 10
1565 1937 2
507 1556 9
859 1562 7
1525 1527 2
1125 1050 3
1289 1576 7
1832 1861 6
1549 1252 6
246 641 4
338 1034 5
585 1624 3
639 504 1
208 1584 9
249 1407 3
605 1756 8
1472 869 5
1370 346 6
331 1564 4
1128 1788 5
949 224 8
1041 1974 6
62 469 6
1134 1019 5
1074 183 4
141 650 4
1995 1992 9
1683 67 7
1607 1408 3
549 667 6
1501 1349 8
1249 1056 4
985 1556 8
86 1124 6
138 895 3
922 1549 5
1597 380 1
846 6 6
817 1529 8
1825 1981 6
667 458 2
639 479 2
1861 42 8
707 956 2
352 1465 8
290 590 5
714 1938 8
43 1223 3
1252 120 7
281 598 7
126 1713 1
758 1610 10
478 52 8
858 49 2
329 597 3
1763 1146 8
917 198 1
1383 1432 4
632 516 8
718 1394 8
1177 1788 7
1698 64 4
1030 586 10
1134 1073 2
1746 1003 10
1393 295 7
1117 1972 1
236 996 1
1319 293 6
861 255 3
125 957 7
999 1104 1
689 1127 1
1409 347 7
890 1449 2
774 531 7
1825 245 9
272 1544 10
379 1519 1
1164 1100 10
927 937 7
935 382 9
624 476 1
946 1656 9
470 1433 5
1028 1623 2
1315 1317 8
1760 80 1
1021 1320 7
1431 271 9
1315 1099 2
1757 1167 9
615 815 2
1191 973 2
1069 1302 1
633 312 2
621 604 6
1863 337 7
892 394 6
1369 679 5
1274 139 8
810 1135 3
499 1934 10
1970 295 10
1960 260 3
1988 827 10
281 239 8
360 885 2
809 1732 6
1138 1078 4
1541 1887 9
1880 1507 9
1145 1552 2
1788 1016 2
666 19 1
1012 655 2
579 1702 1
1849 1198 2
1204 1069 8
1071 645 3
1073 1589 10
1411 1959 10
1604 1670 1
1673 723 1
360 688 8
1516 1114 5
425 447 4
1836 1036 8
755 783 2
1568 1162 6
160 122 9
1159 48 5
495 790 10
876 317 2
253 804 6
1243 601 9
1815 936 2
1199 760 5
1834 1748 1
1475 1849 8
1969 974 7
576 464 10
288 1049 4
1384 83 5
313 1508 10
1759 1005 5
196 400 4
1317 167 1
445 965 4
159 688 2
1668 565 10
759 578 10
666 359 7
1379 615 4
3 972 10
1913 694 2
69 1305 1
1401 79 10
1697 784 6
111 1958 8
891 203 9
740 474 10
415 539 5
416 1077 9
1229 1742 3
557 416 10
418 1413 3
441 1215 2
263 13 8
27 1707 3
453 1201 10
1935 88 5
1953 411 10
657 1614 1
964 982 3
1827 1380 5
1976 126 8
1929 1718 8
103 491 1
1420 887 1
1693 412 10
1344 644 1
172 790 5
1473 1599 9
1151 1524 1
1553 313 4
1352 1942 3
1894 1007 8
149 720 5
1189 868 1
1743 1038 2
552 1005 4
1071 377 9
842 1465 2
1634 309 7
1452 1342 2
173 1722 4
1427 1458 4
1354 1579 2
4 848 10
1840 889 2
688 554 1
1218 1405 2
754 633 7
624 482 1
463 1384 10
474 1932 10
1410 1167 5
206 342 1
1074 473 5
377 1819 6
850 808 3
1627 1236 9
1634 1026 6
434 1159 7
516 643 6
1017 1990 10
1075 1220 10
203 1563 7
999 262 10
1153 686 5
233 1889 3
1978 1443 1
1537 1786 5
468 1361 2
1196 1119 5
130 1520 4
849 788 7
6 84 5
1303 570 10
908 621 8
1796 661 1
1449 1813 1
22 1983 1
1849 593 4
454 1045 10
1526 1485 9
1152 198 8
440 581 10
219 1964 3
978 868 5
130 1920 3
1955 264 4
942 1521 8
766 21 3
1501 434 6
1200 1360 3
1544 327 7
1583 1043 3
1555 993 6
1444 243 7
116 820 4
384 346 3
1965 1422 9
1770 966 3
98 1428 2
1556 1755 8
1584 980 2
389 1381 3
393 654 4
625 1410 3
1617 1056 6
1490 596 10
1266 1030 2
1290 809 5
869 625 6
707 1812 4
1826 787 8
957 946 6
429 1728 7
1047 185 9
232 1202 10
332 1424 4
1728 1426 9
878 1594 10
232 683 1
847 1046 9
1035 108 3
1004 586 3
1798 1250 5
234 1748 6
1223 310 1
140 1206 8
405 177 3
363 846 10
1129 1155 9
1351 1312 7
385 1972 1
407 238 7
255 544 9
1077 1915 6
1371 1782 1
838 1677 2
1576 1628 10
1763 295 7
518 778 7
1468 1213 1
1924 439 3
1558 1230 7
95 620 2
890 1322 7
541 446 5
1504 430 2
1776 298 4
837 113 1
662 918 1
1361 394 3
760 1549 7
821 1520 3
98 1464 6
640 764 2
709 1229 8
1185 176 9
312 108 10
297 333 7
227 1124 7
245 953 9
1673 920 9
904 1442 4
693 1268 4
81 1867 10
1192 1338 10
1808 609 5
972 556 1
1701 870 9
647 14 5
1238 1178 2
1847 905 3
348 1643 4
1579 903 4
292 136 5
55 461 6
1050 1305 3
1274 510 8
300 1115 7
501 1280 7
186 1350 5
259 670 6
1303 1744 9
89 812 2
1100 1022 5
1922 1790 8
989 527 4
1021 17 6
909 1883 2
724 1855 10
1445 54 10
883 57 10
680 550 5
1944 502 2
47 309 6
149 611 5
1629 1566 2
680 1914 3
1999 873 10
1036 649 2
1057 1542 5
855 1553 3
236 1485 4
1427 1076 7
997 244 6
1051 776 4
1881 1294 10
1324 674 4
1594 1591 4
1612 353 1
835 734 2
1555 118 4
181 1929 8
1838 17 4
1372 1420 8
35 1520 5
527 1014 10
460 1065 8
774 1393 4
1158 1501 9
336 156 1
1478 356 8
195 1727 3
241 1393 3
43 1555 5
700 1970 2
1020 261 7
1343 1348 9
397 207 6
124 1332 8
1440 1446 10
1485 251 4
786 1044 7
121 1913 1
1439 172 1
1270 1463 7
887 970 4
732 840 4
1366 1351 5
1089 434 3
822 770 6
1264 925 6
1837 218 5
1672 1592 3
527 887 9
1001 1912 6
1983 1864 1
490 101 6
644 8 1
117 260 5
1321 987 4
307 637 6
71 165 2
949 1077 8
582 197 8
1978 1744 4
1559 57 1
1198 277 6
1225 204 3
1212 1871 8
1111 919 10
1980 96 1
1899 1264 8
296 281 6
1808 648 8
438 1133 10
1895 1390 1
43 650 9
1194 645 2
184 1279 3
1220 698 6
1421 1910 6
230 480 2
301 860 3
1347 1080 6
283 1985 2
1728 1016 9
1292 189 4
1657 892 4
966 242 1
562 748 1
548 247 3
1469 1988 10
317 745 7
1291 1247 6
1707 841 7
677 1123 4
1159 1358 3
225 942 3
1252 1574 5
877 1487 10
756 347 7
1588 623 3
416 596 10
1881 1325 8
820 428 2
1125 1803 5
358 1221 4
1773 44 5
1240 1461 2
1557 813 8
1446 1862 10
650 1488 6
376 196 7
1090 699 5
1515 597 1
524 512 6
1957 1656 1
751 1060 1
1662 1799 3
113 994 3
496 561 7
1635 1387 2
131 171 5
1179 1989 3
331 1225 6
564 691 7
191 360 5
1592 991 3
63 178 4
356 1580 7
1703 285 8
1313 217 1
1806 1026 10
1644 1725 6
1935 1882 3
625 1000 2
698 236 3
1511 595 6
1154 1690 8
1592 1485 7
1189 336 10
1778 810 7
1661 1939 1
369 544 1
1691 1316 7
754 345 3
257 545 2
880 1689 9
1789 740 6
1957 627 7
473 815 2
879 415 5
1024 1832 1
1597 1947 2
105 1143 3
1833 1333 4
1862 1252 4
154 1880 9
1017 699 2
408 1122 1
651 1541 5
807 442 1
880 803 8
1755 640 7
1795 234 7
1255 427 9
451 281 3
876 1719 5
482 944 7
1824 522 5
192 1251 7
1761 1978 7
284 1954 10
119 1764 8
151 289 3
1824 1987 9
1854 688 4
1581 1748 3
137 1847 1
583 1772 4
1548 1918 3
170 509 5
1956 1660 2
1147 1006 4
1245 1760 3
425 630 6
126 547 8
97 45 1
1717 852 7
1556 917 7
1440 1273 2
172 435 9
402 15 9
1745 1407 1
1669 1023 9
1782 1756 8
986 1772 10
556 1184 5
820 1082 2
1344 1283 5
1939 1490 7
1462 486 4
26 424 2
1806 75 8
818 612 7
701 1523 4
107 37 1
735 1232 5
264 1726 7
1549 339 6
554 1151 9
154 1600 1
1226 718 10
374 826 6
1288 1414 10
1918 981 8
768 1745 8
1407 274 7
1482 1735 10
59 132 2
1841 287 8
1356 932 6
1358 154 3
1740 1451 7
941 792 10
651 1765 7
1216 345 6
87 1782 2
1708 1824 10
148 1779 7
232 387 2
1016 787 4
1589 968 9
1137 1729 5
1302 1698 8
1609 471 8
81 1150 3
412 1263 8
1361 665 4
22 369 9
1074 472 6
408 1725 4
397 1073 5
464 1230 2
1022 444 10
17 722 9
1979 741 9
159 620 6
1953 115 10
1447 361 5
645 796 4
157 515 8
1474 1902 6
136 1612 8
842 1766 6
400 1217 1
644 296 2
317 675 3
1687 138 8
1256 1382 9
656 350 3
23 1182 7
56 655 3
841 1695 5
865 939 10
107 737 8
926 760 1
1402 151 10
33 1416 2
763 416 10
1457 4 5
110 1243 2
883 660 10
1686 156 10
344 1270 4
1505 1933 6
129 944 7
1171 1598 5
486 1426 6
807 1036 8
839 1357 7
153 1777 5
183 1321 7
721 402 3
223 1657 3
641 901 2
300 1654 5
945 686 8
1102 1574 5
1311 1473 2
1044 41 8
688 1667 4
591 1085 10
637 1224 5
1068 1763 6
45 1537 5
1183 1123 1
171 800 5
1289 338 2
1303 706 3
1162 1338 6
196 1439 4
1507 1311 9
926 840 8
740 1723 2
529 1287 10
1636 1829 10
1158 198 7
106 1377 2
1139 1108 2
673 372 2
1837 173 8
218 1656 9
284 1284 10
617 1175 10
895 1912 5
993 1447 1
543 998 1
620 945 1
438 1337 6
356 908 9
1512 135 3
734 1662 3
1207 501 10
641 150 10
606 1689 10
1452 1177 6
1050 671 4
1175 632 1
1976 917 8
110 1897 4
1322 785 6
323 1692 3
1613 1042 5
1567 1889 5
1134 1440 1
908 484 7
320 182 7
1465 1879 8
886 960 2
114 1752 10
618 1469 4
741 372 9
425 342 1
563 893 10
1609 585 2
1793 1420 10
1245 381 2
1823 1090 3
905 1897 4
1794 1424 8
1144 1019 1
125 736 6
882 1277 1
765 1346 8
1990 662 10
461 1138 5
242 921 1
