1000 8961
305 597 10
37 884 7
323 788 9
747 178 2
26 89 3
363 311 5
564 524 6
702 367 6
67 479 3
489 505 3
793 491 5
116 8 7
715 829 4
2 499 9
13 840 1
230 525 3
586 429 2
919 739 2
207 547 8
476 117 3
989 899 7
987 685 7
421 312 5
322 780 10
41 818 2
128 897 4
2 156 8
935 448 1
186 559 7
713 341 9
723 93 5
329 331 9
301 924 3
559 155 9
232 239 6
397 378 4
884 248 1
640 717 9
200 764 1
519 79 4
138 548 9
677 767 1
605 603 10
655 569 5
883 597 7
337 429 5
9 55 4
301 585 3
61 518 2
336 756 10
343 349 4
75 516 2
888 456 3
248 766 1
36 265 10
921 524 5
439 358 6
149 433 9
296 213 2
213 411 6
904 175 1
721 383 3
917 149 10
317 444 5
671 887 1
763 412 6
752 343 1
757 863 8
466 851 10
447 134 3
511 615 6
514 777 6
278 880 4
150 828 10
420 625 9
463 364 3
288 173 10
342 290 1
538 320 2
552 963 4
846 658 2
204 516 6
414 429 10
940 433 4
558 32 9
40 354 7
760 35 9
887 562 6
215 338 9
185 91 5
939 850 1
896 178 4
944 707 7
483 421 4
33 50 7
664 709 9
918 937 10
229 140 9
698 946 6
740 559 7
930 906 8
687 186 2
606 888 9
612 118 2
179 510 9
515 654 10
634 243 4
556 677 7
552 52 10
602 191 2
672 582 4
361 722 4
81 672 3
203 555 4
130 791 8
664 762 5
998 373 7
142 332 5
88 673 10
915 643 6
296 6 9
790 483 5
944 166 8
484 891 10
927 843 4
88 527 9
46 744 8
846 488 9
908 170 10
406 976 9
229 713 3
130 96 5
336 842 8
385 111 5
61 385 5
199 738 10
869 559 6
734 521 8
565 439 6
316 804 9
764 450 3
7 772 10
827 771 7
410 775 7
406 616 1
956 857 7
873 291 3
525 912 6
584 830 6
370 596 10
635 499 6
99 696 5
281 75 9
572 287 7
495 394 10
32 647 8
701 413 9
929 894 2
349 985 4
952 301 9
80 63 9
230 102 4
511 526 7
725 65 9
739 475 6
549 279 3
850 26 9
699 22 5
131 316 4
645 85 10
102 624 8
170 642 1
995 815 9
219 82 9
907 390 3
731 177 1
599 90 10
16 430 7
829 599 6
845 123 1
211 756 1
156 449 9
41 802 10
889 561 1
674 334 1
835 137 10
256 580 1
28 605 2
260 946 2
478 424 6
660 957 5
421 811 4
706 643 10
101 120 8
354 385 5
63 659 9
876 84 5
730 161 2
511 236 3
121 337 7
886 77 9
249 258 3
309 19 3
739 919 1
230 986 5
214 575 2
840 144 1
938 273 1
193 6 7
559 307 8
660 277 7
143 2 6
991 359 10
939 605 1
970 140 5
156 61 7
277 354 9
810 760 5
228 894 2
233 62 9
345 362 4
983 126 4
885 882 10
349 203 4
427 940 2
42 957 3
972 176 2
952 597 4
162 647 5
562 941 6
602 942 5
359 732 6
117 450 8
242 280 2
427 274 2
153 426 4
972 733 5
282 812 2
578 704 5
305 551 3
863 587 7
761 542 8
136 5 3
212 453 1
181 311 2
9 879 4
342 44 1
53 5 4
487 782 3
891 836 8
49 160 1
910 610 8
919 45 5
771 416 10
254 186 10
185 108 7
411 604 3
310 333 9
455 605 3
398 504 4
766 530 3
451 907 4
173 808 2
664 702 4
105 354 9
248 112 8
798 84 9
275 92 5
102 286 9
21 65 4
633 550 8
223 250 7
343 602 2
190 448 10
200 349 2
347 517 3
93 979 9
196 800 4
869 79 7
155 880 6
539 809 5
700 908 6
72 784 7
59 440 7
387 306 7
180 583 9
25 333 1
728 839 7
729 289 10
321 687 10
601 32 3
683 300 1
72 30 3
118 987 5
830 235 5
401 264 3
802 486 4
586 272 5
943 569 3
473 141 10
788 38 5
577 711 10
237 594 10
669 826 6
341 897 8
667 927 6
276 530 1
182 893 5
109 998 6
287 247 9
390 159 9
30 940 9
718 938 2
986 296 5
648 577 8
376 851 10
160 625 5
476 753 8
666 459 9
214 500 5
651 253 1
12 703 3
55 504 4
143 443 7
363 54 2
207 126 3
828 346 4
151 158 7
969 2 3
255 202 5
852 628 7
877 540 1
404 300 8
950 253 2
506 417 3
446 566 8
407 18 8
531 546 2
535 428 9
121 739 4
436 514 5
125 819 4
806 761 9
323 455 1
424 517 10
654 112 8
382 876 3
956 614 6
672 648 1
609 80 1
271 713 6
369 749 8
572 822 3
535 916 1
800 700 7
795 384 6
762 314 5
655 889 1
784 91 8
769 922 3
805 636 10
69 38 10
19 209 2
202 810 7
735 490 2
285 982 9
486 372 8
470 75 9
740 961 9
423 831 9
861 978 9
565 438 8
176 564 10
861 571 2
340 55 10
448 482 1
924 653 10
579 230 3
772 794 2
415 156 5
524 394 6
287 289 9
472 561 6
227 627 7
51 906 9
354 158 6
408 610 4
990 7 5
202 688 5
390 365 1
997 628 5
31 178 2
198 0 4
824 325 9
550 141 2
738 254 7
417 879 6
848 669 1
409 30 3
408 905 10
388 136 4
615 829 4
29 780 3
387 534 7
339 701 5
840 248 10
743 392 3
965 925 1
16 218 5
675 540 6
763 618 2
26 269 6
531 785 10
558 485 6
316 946 7
651 271 8
986 577 5
61 966 3
335 479 9
973 550 6
117 969 5
812 200 7
548 764 5
450 102 5
180 404 5
138 591 9
525 744 4
518 514 8
772 709 6
736 475 6
36 405 8
925 849 3
327 741 1
19 636 10
480 803 7
371 267 4
315 187 6
127 329 3
423 574 7
804 999 4
965 804 6
493 50 4
801 469 6
741 904 3
823 379 6
566 347 1
668 493 2
875 666 9
895 163 3
656 67 5
611 926 9
675 254 4
785 51 5
649 781 10
404 60 7
369 181 3
175 258 5
498 557 5
761 937 3
718 852 4
734 859 7
70 295 3
174 265 5
52 779 6
460 770 7
955 4 9
228 543 8
588 340 7
969 392 5
808 334 8
909 382 10
954 234 4
659 563 4
993 886 2
72 531 10
495 175 7
374 378 3
175 523 5
815 577 7
192 266 4
67 785 10
547 469 1
166 165 1
933 519 7
727 80 10
885 689 6
653 219 7
197 984 4
838 688 6
568 991 8
114 705 4
729 997 8
784 849 8
992 761 6
288 291 4
350 575 3
621 934 8
919 806 4
955 631 7
486 850 3
781 626 4
765 216 6
312 514 8
242 932 7
218 136 1
774 762 9
32 123 2
673 656 1
937 389 1
809 861 5
629 719 10
500 911 1
645 49 9
782 140 2
503 708 1
646 905 1
78 230 10
528 782 6
968 2 7
174 855 7
218 848 6
420 83 9
102 631 10
695 836 2
714 606 4
672 10 10
425 683 7
282 197 3
800 505 1
511 265 2
917 763 10
803 822 1
6 307 3
901 966 9
400 186 2
857 246 3
154 185 1
78 813 8
103 861 2
106 316 1
40 660 6
148 786 6
102 726 10
527 219 8
239 124 4
282 97 3
559 668 5
84 899 8
984 695 9
842 651 5
908 777 2
907 450 9
59 217 8
462 611 8
287 900 10
673 723 1
324 468 1
69 913 4
753 16 5
841 684 10
222 547 7
740 494 7
800 469 3
184 741 9
214 25 2
375 776 6
294 525 4
58 103 4
674 935 6
552 992 4
215 962 5
379 355 1
58 847 3
896 617 4
115 551 5
832 812 4
615 435 4
909 11 10
541 525 7
39 455 4
435 698 10
419 392 1
153 199 10
837 737 7
33 227 9
814 6 6
196 759 1
703 400 4
30 642 6
398 846 9
864 923 5
155 86 7
502 843 10
556 187 5
798 643 3
496 258 9
747 246 7
373 879 6
465 412 10
931 977 4
915 867 10
21 137 6
264 474 6
987 829 3
145 478 3
782 19 4
899 897 7
808 468 9
6 428 2
400 370 10
161 286 10
216 915 1
664 710 9
340 70 2
504 604 6
699 227 4
972 870 6
236 517 3
397 825 8
40 308 1
255 280 7
901 386 6
631 947 6
647 529 7
418 507 1
248 699 5
607 709 8
584 180 10
566 609 8
870 706 2
505 639 7
164 186 9
941 715 5
411 211 9
416 276 8
411 793 7
299 25 3
324 550 10
38 686 9
446 433 1
804 577 5
900 855 9
563 95 2
71 88 9
287 309 8
403 20 5
112 778 10
598 977 6
171 162 1
592 278 1
659 474 7
157 815 1
504 638 5
73 916 10
117 81 4
110 686 4
208 138 9
281 963 10
889 996 8
979 778 9
639 394 2
866 961 1
663 517 1
278 827 2
744 9 7
291 523 4
577 849 8
115 696 8
529 832 8
763 812 5
773 515 10
803 35 2
329 144 7
423 961 10
700 930 3
507 942 2
160 942 1
41 779 6
17 254 10
469 891 8
855 143 6
690 547 1
485 521 6
973 449 10
825 613 1
970 252 2
970 300 4
399 309 6
42 129 1
525 805 6
582 360 2
191 717 6
478 289 2
849 316 4
770 270 4
89 540 5
244 300 8
709 275 5
618 505 5
474 683 3
387 883 8
436 909 9
159 970 1
303 916 2
61 883 10
931 72 5
491 292 6
109 372 7
987 1 1
639 689 8
844 251 1
849 113 10
872 109 2
979 468 2
884 543 9
857 969 8
578 811 9
904 482 3
959 29 6
203 925 5
14 358 7
726 400 3
125 256 3
948 893 10
210 86 5
635 948 10
10 339 1
84 277 2
56 395 4
513 18 1
684 619 4
385 824 4
809 571 1
397 679 3
676 315 2
665 27 6
175 336 7
486 157 5
592 360 10
980 972 4
15 518 7
603 760 10
872 199 9
569 171 4
838 148 10
545 768 4
134 483 5
393 761 2
435 945 6
211 199 7
203 676 10
809 143 3
380 802 9
570 44 2
623 276 5
428 826 3
205 289 1
760 768 10
223 916 5
512 70 3
189 896 9
496 192 9
886 935 8
887 583 6
203 462 8
496 164 2
389 333 9
978 95 5
80 841 7
98 839 5
396 836 7
905 724 2
502 165 2
135 807 5
733 978 9
830 832 2
457 373 7
117 295 9
949 118 5
916 671 4
843 600 10
251 962 7
710 96 3
106 580 3
94 621 4
83 689 7
523 773 1
252 500 1
909 738 2
320 961 9
834 872 8
988 726 8
651 658 7
856 822 2
376 494 10
773 426 9
56 461 4
604 444 10
713 953 2
393 929 1
504 221 5
110 862 5
334 792 7
348 77 6
86 254 10
226 847 6
411 221 9
432 946 2
432 382 9
832 553 4
849 287 7
674 940 10
332 70 4
640 68 10
608 825 9
509 698 7
802 72 3
232 336 3
937 235 4
798 58 8
83 985 9
667 142 3
154 528 4
961 134 7
538 329 4
435 819 1
971 240 4
818 439 7
937 417 3
616 565 4
720 623 1
431 881 5
711 92 3
345 787 8
270 829 7
524 175 2
416 737 7
355 399 2
779 472 7
702 903 4
629 872 6
0 95 3
784 199 5
132 39 2
972 756 3
555 83 3
378 920 4
107 506 1
778 897 8
625 641 5
17 982 3
586 109 10
31 686 9
177 503 9
848 419 5
710 190 6
946 581 7
711 215 3
293 876 2
943 407 8
422 584 2
454 849 2
834 702 1
907 383 5
821 862 4
197 597 4
573 219 5
865 785 8
451 511 2
28 487 8
60 258 6
873 176 6
302 724 6
271 664 5
748 126 5
506 602 4
148 467 9
658 313 7
619 117 4
748 91 5
524 866 10
510 146 2
884 629 6
424 885 3
368 906 8
251 132 2
467 834 9
348 406 7
131 342 1
574 395 9
936 243 5
820 42 2
935 324 10
293 815 5
64 766 8
6 106 9
185 659 2
769 628 10
882 993 3
484 909 5
929 342 10
540 872 3
599 91 4
704 12 4
708 680 5
4 820 7
701 707 2
923 651 7
555 418 3
406 262 7
820 832 8
415 783 7
473 537 6
543 213 3
161 928 6
31 618 5
256 347 5
847 926 5
915 741 1
819 534 3
508 332 3
783 630 3
228 244 7
104 984 10
444 171 1
869 488 5
609 912 4
975 107 7
549 939 4
501 800 10
573 552 5
477 937 8
968 871 7
979 49 1
626 397 3
324 205 5
958 670 7
430 11 10
337 111 10
496 444 2
899 464 4
280 240 2
52 999 5
389 756 7
216 960 4
20 625 8
209 928 9
575 396 3
933 658 1
216 787 6
202 941 10
190 759 7
42 776 4
0 616 6
596 337 6
460 71 4
406 931 3
950 612 9
663 683 1
583 414 7
313 690 5
223 663 6
619 958 9
393 683 10
153 250 1
727 582 9
460 161 3
630 717 6
655 806 7
626 641 3
553 395 7
266 103 4
782 993 1
275 237 7
317 267 7
275 509 1
877 983 10
122 813 5
513 538 5
416 56 1
585 502 3
515 140 8
338 773 3
985 159 3
158 113 3
588 463 1
383 828 7
808 607 10
920 872 4
990 625 10
750 976 1
192 52 3
693 993 8
215 623 1
207 756 1
412 464 8
430 211 7
838 38 1
137 530 1
762 332 4
726 124 1
503 433 6
869 81 3
985 6 4
674 305 6
569 608 6
912 812 3
96 50 10
994 773 3
734 62 3
909 526 2
265 235 5
695 757 8
307 881 5
202 484 5
861 788 8
885 970 5
528 416 8
465 651 2
856 3 9
683 847 5
753 856 2
979 906 9
135 614 1
305 222 8
365 328 6
681 275 10
9 848 7
202 173 7
13 838 10
747 806 6
19 53 1
795 6 5
873 921 8
436 541 6
696 717 5
506 926 6
367 161 2
485 502 1
592 702 5
819 605 2
917 219 7
114 766 1
655 997 9
263 352 6
976 842 4
835 306 10
945 230 9
78 99 7
629 11 8
60 156 1
284 890 5
527 593 5
847 728 1
231 475 2
174 882 1
990 80 10
761 41 1
0 618 10
712 338 6
117 111 2
966 269 2
977 493 7
761 207 8
726 379 1
447 671 5
463 977 2
119 187 9
856 346 5
220 159 2
181 459 4
67 145 9
280 975 7
973 734 5
929 595 6
236 549 2
67 631 4
259 302 3
108 321 8
599 22 2
769 66 10
202 314 7
598 391 4
316 774 7
772 349 2
1 578 5
913 225 6
691 665 4
226 319 8
228 90 10
268 122 7
360 77 2
615 202 7
225 836 9
420 945 7
44 610 4
951 755 2
137 315 9
606 515 9
286 778 6
555 557 9
568 546 1
976 881 2
521 315 2
410 194 3
248 349 6
65 812 9
38 738 1
674 442 4
779 454 6
30 616 2
805 562 8
630 865 5
759 754 9
727 102 7
23 334 2
763 860 5
598 494 8
570 246 3
535 260 1
830 115 3
93 636 10
878 516 1
874 387 5
161 428 10
972 259 9
195 824 4
84 406 10
382 302 3
591 318 9
736 212 1
236 721 5
227 285 3
204 20 2
445 513 9
113 172 3
879 462 3
518 872 2
755 843 7
102 822 9
675 602 8
512 546 10
369 894 7
12 436 2
973 71 7
621 366 3
544 656 8
487 426 9
634 372 8
838 475 1
809 704 3
714 57 2
867 461 9
421 671 8
134 454 6
414 459 2
705 207 9
745 473 5
255 36 9
792 691 6
499 5 9
962 208 5
942 820 3
90 657 1
520 764 8
271 955 6
229 179 3
469 468 9
304 635 6
133 248 1
678 574 7
12 464 8
688 431 3
19 201 9
796 100 9
596 554 8
287 380 9
771 707 7
897 420 2
98 475 1
778 567 6
346 274 4
303 776 4
164 634 8
735 236 9
242 786 9
787 288 1
292 661 5
760 763 3
431 327 10
687 867 1
9 425 8
495 271 9
137 416 1
527 19 5
48 400 3
569 729 2
801 175 2
567 711 6
603 675 8
406 154 7
111 948 4
195 54 3
200 200 5
584 983 6
818 795 5
511 26 1
860 854 1
162 841 9
1 244 7
777 619 5
561 383 2
148 933 5
793 858 5
860 485 10
285 429 4
476 208 3
862 174 2
342 300 6
524 465 1
95 982 2
575 724 8
876 846 6
735 752 3
432 93 4
276 135 5
244 648 2
86 639 9
840 349 6
179 257 7
532 557 4
996 129 3
79 42 2
739 350 1
650 563 6
874 742 2
795 52 3
944 153 7
851 776 3
270 759 2
135 157 2
71 967 8
929 477 2
659 391 4
414 156 10
43 643 9
583 401 3
868 836 6
304 498 6
321 554 10
750 928 10
741 55 1
268 330 5
536 409 3
805 348 3
666 144 6
783 349 3
740 692 4
61 245 4
724 470 7
285 599 4
444 224 2
795 636 7
56 582 2
93 515 8
578 123 9
834 469 6
785 674 6
9 933 10
850 315 4
448 694 9
984 484 9
847 385 1
942 4 5
312 842 3
418 451 4
578 966 10
9 959 9
176 402 8
634 38 3
845 577 9
161 319 8
412 77 2
120 951 7
865 935 7
330 718 7
59 527 4
426 330 6
893 737 2
160 248 1
929 504 2
561 862 1
878 423 9
684 549 2
325 253 10
582 650 4
391 838 10
387 5 8
292 676 5
534 756 2
171 659 8
114 768 8
534 739 3
91 39 5
648 395 3
149 781 9
335 25 3
476 852 5
591 523 5
258 188 5
409 913 10
767 779 2
594 805 6
360 853 3
712 43 6
381 849 6
189 963 1
325 826 7
750 381 7
566 292 9
280 145 10
137 490 10
944 586 4
510 493 4
388 733 9
180 920 7
226 488 9
72 670 10
788 697 1
430 636 4
479 407 9
729 620 6
15 764 3
895 753 7
939 184 3
375 687 9
460 21 5
661 87 8
621 268 4
18 56 9
268 257 10
246 90 9
183 134 7
611 291 1
454 894 6
238 443 8
945 586 4
556 621 1
408 320 4
778 197 3
893 151 4
568 343 7
106 507 5
773 779 1
491 810 10
491 612 8
839 250 9
259 472 5
665 965 7
252 768 3
46 599 8
475 648 4
836 655 10
826 75 3
534 522 10
778 421 7
330 541 9
12 948 1
681 143 6
949 12 6
243 201 4
4 937 5
611 106 3
477 178 5
701 881 2
670 62 8
971 445 5
9 209 3
927 394 4
221 476 2
873 646 1
528 744 7
569 925 10
606 516 6
937 185 6
678 771 2
866 426 7
272 412 1
279 589 2
673 94 9
874 620 2
939 98 9
260 701 8
27 111 8
250 805 10
288 799 9
280 173 9
625 909 1
433 706 7
641 902 1
281 527 7
989 780 3
256 457 4
706 237 4
715 741 3
648 948 7
993 977 7
679 908 2
864 642 10
931 801 8
923 778 6
31 332 1
266 315 7
304 59 4
921 103 5
249 633 4
215 355 3
195 185 6
117 840 8
165 260 10
549 710 6
526 585 5
454 932 5
949 834 2
702 749 4
557 92 8
594 934 1
661 881 3
294 995 10
262 569 3
344 47 4
296 117 4
707 63 2
725 911 5
397 756 2
244 646 4
164 803 6
270 39 7
459 328 8
232 133 2
725 323 7
996 536 8
109 52 9
420 446 2
290 209 6
952 485 2
462 860 8
297 544 9
323 615 2
405 341 1
202 694 5
794 91 5
743 238 3
507 730 1
837 462 9
490 178 4
588 142 1
578 325 9
419 517 4
799 586 8
406 470 5
329 432 9
457 315 4
7 721 7
974 758 10
142 524 9
386 585 5
977 187 10
566 435 9
744 611 9
564 612 3
919 65 7
554 914 7
930 729 1
948 918 9
898 787 1
369 943 5
906 47 10
767 686 4
941 352 3
980 383 9
355 928 5
68 18 7
558 323 7
983 836 8
959 297 10
286 314 2
1 584 7
702 865 6
32 539 10
262 489 5
103 512 6
474 350 4
816 282 8
529 271 4
663 98 7
44 973 1
655 571 5
158 58 10
883 595 7
553 821 3
589 506 7
836 358 6
725 824 6
991 726 9
967 362 5
281 9 4
754 193 6
23 870 3
22 985 5
245 147 7
302 488 2
620 962 5
133 698 1
641 4 10
938 707 1
179 368 5
579 965 6
130 136 5
12 70 1
772 789 1
441 133 4
875 481 7
285 973 10
840 585 4
373 353 4
154 987 5
847 121 2
52 955 9
952 605 5
98 981 3
176 944 3
549 41 7
677 777 9
706 101 2
329 18 9
84 191 8
74 947 3
4 420 7
356 610 9
260 844 1
970 753 2
672 820 1
197 338 2
778 777 8
564 699 10
761 846 6
726 707 1
733 739 3
181 398 4
297 888 10
817 371 1
167 906 3
221 803 1
689 982 5
833 383 1
178 169 10
768 554 10
756 79 3
609 756 6
994 242 9
805 91 9
456 249 5
466 752 4
768 467 5
366 227 5
573 48 6
290 326 3
956 365 1
619 641 6
615 460 10
344 459 2
312 794 9
119 129 6
368 845 6
398 371 2
670 649 4
21 591 9
490 354 6
372 820 7
703 246 6
82 842 3
105 551 8
429 24 9
594 311 1
121 16 7
850 104 5
879 830 2
351 320 6
591 11 6
155 692 3
178 204 8
404 465 8
560 820 1
797 934 7
8 577 2
975 294 9
146 127 8
991 872 8
935 802 6
52 328 9
689 622 3
756 273 5
100 43 5
728 226 6
27 41 4
719 745 1
832 640 9
750 263 9
229 750 7
877 162 5
775 451 2
201 834 4
77 45 1
491 162 5
439 912 6
522 319 4
802 695 7
913 831 1
662 494 5
596 224 2
746 255 9
855 410 6
768 568 2
382 555 4
163 760 4
118 759 8
440 109 2
761 194 9
203 40 2
280 403 8
756 644 8
74 843 2
684 940 10
780 448 5
838 195 9
16 618 5
667 302 9
620 494 2
840 600 2
833 155 10
336 764 2
313 747 1
952 513 7
313 709 5
707 394 10
289 548 8
789 849 5
933 251 10
45 594 10
214 972 10
631 365 3
677 362 5
771 876 5
400 283 1
329 391 1
93 430 5
650 196 7
976 210 4
14 88 4
228 983 7
600 650 2
666 226 9
702 54 9
757 403 8
533 97 9
663 715 9
330 289 7
608 502 3
597 876 5
823 156 1
457 5 3
351 1 10
300 363 4
166 853 5
105 628 3
764 561 8
969 77 7
176 75 9
489 900 6
682 218 7
257 270 6
103 908 10
166 749 5
601 661 2
895 924 8
946 966 2
380 222 6
278 47 10
170 821 10
929 482 7
671 344 5
579 52 5
271 339 5
679 582 3
353 939 6
115 747 9
407 668 4
472 675 4
709 8 5
553 242 3
108 931 8
283 563 2
893 559 6
425 757 3
655 443 2
705 55 9
457 570 4
871 530 7
933 605 9
470 647 1
128 425 8
688 536 8
786 951 4
248 34 5
35 136 7
174 328 1
685 32 7
383 48 3
943 591 8
631 988 8
998 154 6
564 261 1
323 9 1
144 350 4
541 760 6
221 328 7
714 767 1
807 332 3
804 553 10
647 884 4
778 222 2
503 738 9
303 955 4
205 430 5
149 694 1
927 23 4
738 291 4
881 207 10
135 725 9
949 596 3
275 316 7
417 740 4
521 516 10
791 370 8
929 38 10
220 684 7
421 967 9
43 315 2
452 82 7
93 313 7
627 643 1
744 90 7
766 588 5
471 849 7
682 884 4
180 367 4
585 920 1
658 966 6
673 181 8
704 285 9
739 784 2
366 117 10
816 132 4
593 214 3
959 268 6
141 251 3
738 821 1
977 184 3
685 155 9
30 134 4
29 197 8
53 833 5
19 650 6
704 650 8
77 994 4
168 544 3
285 803 7
91 770 2
933 666 1
761 885 1
507 369 4
869 969 7
78 354 1
960 820 5
185 385 2
500 360 2
45 984 8
239 293 10
508 691 9
464 818 5
391 419 1
823 591 3
771 265 2
59 190 3
687 385 8
256 437 7
619 983 7
124 644 2
371 481 5
374 89 4
711 620 4
512 163 8
915 379 5
536 159 9
119 768 2
354 330 8
939 981 5
443 508 9
839 319 2
421 940 7
226 104 6
175 848 2
787 285 2
680 273 2
915 531 5
72 873 1
209 754 10
522 338 8
130 6 6
8 473 8
110 360 4
518 163 9
531 249 7
163 698 7
469 76 6
488 352 8
912 78 10
524 24 9
453 2 5
752 345 5
336 285 1
366 744 9
113 212 9
711 591 5
383 575 7
886 271 10
685 692 7
337 11 4
755 197 4
991 940 6
583 904 9
98 347 6
380 370 8
734 90 9
228 477 5
828 672 7
719 350 7
320 104 10
172 544 8
664 829 2
476 861 6
472 491 4
351 313 7
339 794 10
725 112 9
173 214 9
249 169 2
596 658 4
593 291 10
492 135 9
787 182 8
571 672 4
818 903 1
187 85 4
963 100 4
36 216 8
915 304 8
350 409 4
63 399 1
28 653 10
909 730 3
101 914 2
821 679 7
731 646 7
59 767 7
717 276 10
853 83 10
795 662 1
116 517 7
391 530 7
419 473 2
616 387 4
736 446 2
214 11 1
887 957 5
857 462 2
342 440 7
517 443 3
838 208 5
190 596 5
956 783 9
625 938 3
950 244 8
532 835 4
808 375 5
282 514 1
109 93 1
149 344 10
646 303 7
848 660 6
451 426 6
139 728 5
754 426 8
812 196 7
936 244 6
718 230 7
48 280 2
237 150 9
688 798 2
236 628 7
929 637 6
725 399 7
838 671 6
224 337 3
419 240 5
533 420 8
407 735 10
21 568 1
306 616 6
974 658 9
800 694 2
345 299 3
450 985 1
126 858 9
690 930 8
34 342 4
550 821 10
783 638 6
507 247 8
529 523 2
62 354 4
282 563 2
94 669 8
449 576 5
845 483 3
554 304 9
484 457 5
18 645 1
6 463 7
915 342 10
678 376 7
22 849 10
675 815 4
396 440 9
211 894 1
67 325 7
335 468 8
571 158 3
965 302 4
602 897 8
173 894 5
7 693 6
977 449 3
991 30 10
96 300 6
731 258 3
815 635 5
425 972 6
100 496 4
688 590 3
359 468 7
402 365 9
805 969 8
915 628 3
957 187 9
819 690 6
136 630 1
681 969 9
246 961 4
457 277 6
567 353 6
647 460 8
291 229 2
692 887 5
113 650 8
143 958 2
46 395 1
818 723 5
809 989 8
903 883 1
147 737 1
966 658 2
125 365 2
530 899 9
65 92 3
710 921 2
522 522 4
572 931 8
242 520 4
948 568 1
495 953 1
378 983 1
671 287 8
228 445 3
960 922 10
872 228 5
896 419 1
494 721 2
372 959 7
334 993 8
242 110 7
46 344 2
297 194 1
924 614 4
650 232 8
42 855 4
822 863 6
597 808 6
842 66 8
843 450 9
753 948 10
434 564 8
977 203 4
960 916 7
691 45 8
983 730 5
664 128 6
206 291 8
521 68 1
691 388 2
19 504 4
539 499 8
509 536 9
947 184 1
741 952 3
84 362 4
237 781 9
599 226 8
23 620 8
308 612 10
617 948 2
841 70 7
434 238 8
280 928 7
403 443 7
714 133 5
507 715 5
609 922 7
571 415 4
431 446 3
871 211 7
400 483 9
448 265 2
691 959 10
119 513 4
400 335 8
78 110 3
118 284 4
934 492 5
304 749 1
485 434 7
982 703 7
834 396 8
638 732 4
902 751 5
804 41 8
351 215 9
636 396 5
716 354 7
241 512 8
322 630 6
597 979 10
993 6 5
74 466 9
109 955 3
775 322 8
926 332 4
913 297 8
950 661 10
199 320 10
575 658 4
557 272 4
197 31 5
633 941 10
238 939 10
668 853 1
414 837 4
910 410 7
479 968 7
695 831 3
524 696 7
947 351 3
333 124 8
342 899 4
479 355 2
422 300 3
116 565 1
669 970 8
79 333 2
203 44 10
542 64 7
102 765 1
185 177 2
431 200 4
761 237 8
752 923 6
810 604 9
36 345 1
505 941 8
112 179 1
547 407 10
358 648 4
35 872 2
198 558 10
140 301 6
269 697 6
298 516 7
979 287 5
804 926 2
779 469 9
534 418 8
89 517 1
336 684 3
663 832 2
426 722 10
59 864 2
458 893 3
34 603 9
572 873 7
37 331 8
524 298 10
225 18 5
923 576 2
950 153 9
181 110 4
156 785 5
172 137 3
604 523 7
107 266 8
686 955 2
845 893 8
64 641 3
434 944 3
902 339 8
62 569 10
660 984 3
581 998 5
156 303 2
941 82 7
9 859 1
410 724 3
102 905 8
98 189 4
149 893 6
371 137 2
868 144 10
115 659 9
580 670 2
379 178 6
659 104 2
376 964 1
486 356 8
774 836 4
727 13 3
434 403 2
712 636 7
212 860 4
316 78 1
688 433 9
439 521 9
591 756 7
165 328 8
786 590 1
449 573 3
691 848 5
309 888 8
289 117 10
789 102 9
118 600 6
798 62 8
471 38 6
998 891 2
761 456 4
408 14 2
476 705 3
875 687 4
813 542 4
635 992 4
889 840 10
587 717 6
26 963 6
680 99 1
384 358 4
366 989 2
12 413 7
852 638 6
483 599 1
710 966 6
895 283 2
725 488 4
989 479 1
606 349 10
110 162 1
338 161 1
695 510 1
643 581 9
38 47 5
405 392 2
260 115 4
978 640 7
680 325 4
748 190 8
631 864 6
882 261 7
255 769 10
31 83 6
955 550 9
507 962 10
943 51 4
316 760 5
531 553 3
918 661 4
287 887 2
521 717 9
900 199 2
646 974 4
608 764 9
168 253 2
544 764 3
262 151 2
951 284 3
169 22 5
204 857 3
4 775 2
840 5 3
420 293 8
308 678 1
718 371 8
604 358 9
677 314 10
38 556 1
931 734 4
916 893 7
749 888 5
157 279 7
61 875 9
702 663 7
509 73 2
272 771 9
597 264 1
527 625 6
221 280 9
730 326 7
574 950 7
762 943 3
38 454 5
906 94 7
766 535 3
25 594 7
292 897 8
686 580 2
313 223 10
275 726 9
471 522 9
141 312 8
376 511 2
909 611 10
979 318 3
426 430 3
369 365 3
387 484 4
654 879 1
832 896 1
664 392 1
800 758 8
361 340 7
458 389 7
94 891 10
84 27 3
114 471 8
610 42 3
776 704 6
359 655 5
480 598 8
933 767 6
251 520 2
388 241 8
360 869 6
373 580 10
781 0 7
215 574 5
495 594 5
352 733 1
39 238 3
634 985 1
120 889 8
895 748 2
705 909 5
5 279 6
471 505 6
217 413 9
525 317 2
564 713 8
295 215 7
833 519 2
969 30 10
30 346 8
32 409 6
702 536 2
934 263 2
723 564 10
389 134 3
138 265 7
453 107 6
21 805 1
340 517 4
725 563 7
572 867 6
811 783 6
886 355 6
19 890 9
293 106 10
923 184 10
633 353 10
740 528 1
471 509 5
742 630 3
179 933 3
474 764 1
824 961 6
608 38 2
705 880 2
913 53 5
507 162 6
952 454 5
136 513 10
218 200 10
253 705 1
628 121 5
563 176 3
192 145 1
